web-scraper-order,web-scraper-start-url,job_title,job_title-href,job_compay,job_location,job_description,title
"1579460196-4730","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50","Senior Business Analyst","https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0B33zOFN8GLzgQsRxgvJtNYlcIUZ-r8_DOeeUSief12Qz55-o9dfT9UC-OgCwBgQ1YwbnFkwL-zuMMsbLg4y3wRiZChMGNPbOUacPDlwOnqqVeNkwT6z86PrvlhKo0ZYrWFufGnfOVppZN8fZrbG7IOGT21devuQpTwO4afI5ohxfEg8o-1CbUs7gCvpF9-g1lNbd51d1n2QXpZ_JXsbXH8_6lq-ssRujl3wsLAkE5-ZKibIi3Vye0dX2hyiIcaqZDmn-AYabnw6Bu8w905FSi7Ra4qOSl_hwAqM94FgWdU9TqIddr2UhI6gd6wurrO9Mv-wKkA0fWcy4wsGPuNypxSFfeGS0OedETsZlqK8rbaXZKa8vV7k6lSRicsLNWy8FFoUPniW11RG9oLPfs_EJW1na9gAPP8XE4-I5na6kwxXgaLqfLz3qH_3WBxMdSgkrZ3em-O_UIvcLN5Pt9t6G9a&p=0&fvj=0&vjs=3","","","P&G was founded over 180 years ago as a simple soap and candle company. Today, we're the world’s largest consumer goods company and home to iconic, trusted brands that make life a little bit easier in small but meaningful ways. We've spanned three centuries thanks to three simple ideas: leadership, innovation and citizenship.



The insight, innovation and passion of hardworking teams has helped us grow into a global company that is governed responsibly and ethically, that is open and transparent, and that supports good causes and protects the environment. This is a place where you can be proud to work and do something that matters



About the Role:

Business Analysts (BA) at P&G are an authority group belonging to the Analytics & Insight Department. BA provides the expertise and proficiency in data-based analytics about consumer, retailers and market understanding and insight. The core work is to identify & activate growth opportunities for our brands at country/ trade channels/ and specific retailers levels. We do this through outstanding analytics and deep insights based on data and advanced analytic & statistical tools. Our analytics is a combination of insight and foresight. Business Analysts deliver P&G business goals by using data and analytics to derive actionable consumer and business insights



Key Responsibilities:

Embed data analytics & decisions into P&G's monthly business process, based on both external data (e.g. market share and household consumption) and internal data (e.g. sales data).



Lead category/channel deep-dives (e.g. Baby Care/shave Care/Skin Care or Hyper Super/ Drug Pharma / e-commerce) to identify portfolio opportunities / business drivers opportunities to accelerate business.



Improve Media/Trade efficiency and enable media/trade cost saving by running analytics.



Data science or innovation projects to seek existing business questions differently by IoT, automation, external data, etc.



Overall work would be a good mix of delivering today (70-80% time/capacity) and crafting tomorrow (20-30% on innovation/data science projects).



Skills Required:

Ability to query and analyze data on a big data environment.



Ability to develop attributive and predictive models, based on deep-dive statistical analysis & modeling



Ability to demonstrate, translate and communicate complex data or algorithms into simple conclusions and business actionable insights



Excellent collaboration skills and the ability to work within diverse organizations and teams



Bachelors or Masters (preferred) in Business Analytics or Statistics or Engineering or Computer Science or Physical SciencesPreferred Coursework / Experience (not a must):



Knowledge Areas: Statistics and its application to Attributive & Predictive Modeling; Machine Learning, Big data Mining and AI.



Statistical Packages: Matlab, SPSS, SAS



Programming / Database Languages: Python, R, SQL



Visualization Tools: Power BI, Spotfire, Tableau



Platforms: Knowledge / experience with Hadoop, SPARK



Experience: Participated in Kaggle or any other data analytics competition



Dedication from us:

You'll be at the core of breakthrough innovations, be given exciting assignments, lead initiatives, and take ownership and responsibility, in creative work spaces where new ideas flourish. All the while, you'll receive outstanding training to help you become a leader in your field. It is not just about what you'll do, but how you'll feel: welcomed, valued, purposeful, challenged, heard, and inspired.



What we offer:

Continuous mentorship – you will collaborate with passionate peers and receive both formal training as well as day-to-day mentoring from your manager

Dynamic and supportive work environment – employees are at the centre, we value every individual and support initiatives, promoting agility and work/life balance.



Just So You Know:

We are an equal opportunity employer and value diversity at our company. Our mission of Diversity and Inclusion is: “Everyone valued. Everyone included. Everyone performing at their peak”.",""
"1579460164-4687","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50","Intermediate analyst - business analytics","https://www.indeed.co.in/rc/clk?jk=1cf23ac8ad2b2c8e&fccid=5bcd1ef0a7f4fb99&vjs=3","","","","Intermediate analyst - business analytics"
"1579460158-4677","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50","Data Scientist","https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0DdajEbCx-KXIxdKnFi7XLqE9Qtjjzr22qLs4cyUK8MQF4nVAY29gg5zMlraYgZpSPvyDiNxWKulPlE1J0TmJQ5WH7p1JJwz6Upyx2QE1NpLRlf0BP-FvUikJXY3BigFQlVc10vnNLytl77bWpYcUGtTVEYD3r7P_PiKSwQm-3OMKmCFYw16OBvRSFhUU1d_aodblpOz4uGdNlkvScM8axYkF-kP6pAkOL0igvjIsxE_1h8QDH2MpuZ_kzay6Q68p2qLvv59X00UOgBgcpw2PTqv-VbJw9uoXar_E1_x5GM1Wywwm1wBBtq9VBkCIFGjkz_zJMX_m1bW_GXn93M-Z-Ju-Ni_2x4jImb-ajJ4VYZv6UlsHrDyDjEPz7T7ahSDwBtKkscV4_FAipnnwSIx7QyaOjsM9Oa_OV8SKb7JTcQaw_5qCviN6Y5&p=13&fvj=1&vjs=3","","Bengaluru, Karnataka","",""
"1579460186-4718","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50","Business Analytics Consultant","https://www.indeed.co.in/rc/clk?jk=e40601f41f2e2293&fccid=f8c591fec900fe57&vjs=3","","","Bangalore, India

izmo, the world leaders in automotive visual marketing and business analytics, is looking for a Business Analytics Consultant. The incumbent should possess excellent business perspective, data understanding, and communication skills, and should be conversant with MS Office.

JOB DESCRIPTION
As a Business Analytics Consultant you will review the comprehensive set of analyses we produce, determine business gaps and opportunities, and run consulting sessions over conference calls with the leadership teams of clients and prospects.
QUALIFICATIONS AND SKILLSETS
Outstanding business perspective, data understanding
Excellent communication skills
Ability to work closely with internal teams and external contacts
Flexibility to adapt to a dynamic business environment
Excellent time management skills with ability to multi-task and prioritize to meet deadlines
Good in Microsoft office",""
"1579460158-4679","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50","Data Scientist","https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0DdajEbCx-KXIxdKnFi7XLqE9Qtjjzr22qLs4cyUK8MQF4nVAY29gg5zMlraYgZpSPvyDiNxWKulPlE1J0TmJQ5WH7p1JJwz6Upyx2QE1NpLRlf0BP-FvUikJXY3BigFQlVc10vnNLytl77bWpYcUGtTVEYD3r7P_PiKSwQm-3OMKmCFYw16OBvRSFhUU1d_aodblpOz4uGdNlkvScM8axYkF-kP6pAkOL0igvjIsxE_1h8QDH2MpuZ_kzay6Q68p2qLvv59X00UOgBgcpw2PTqv-VbJw9uoXar_E1_x5GM1Wywwm1wBBtq9VBkCIFGjkz_zJMX_m1bW_GXn93M-Z-Ju-Ni_2x4jImb-ajJ4VYZv6UlsHrDyDjEPz7T7ahSDwBtKkscV4_FAipnnwSIx7QyaOjsM9Oa_OV8SKb7JTcQaw_5qCviN6Y5&p=13&fvj=1&vjs=3","","","","Data Scientist"
"1579460164-4684","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50","Intermediate analyst - business analytics","https://www.indeed.co.in/rc/clk?jk=1cf23ac8ad2b2c8e&fccid=5bcd1ef0a7f4fb99&vjs=3","CITI17,126 reviews","","",""
"1579460172-4696","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50","Business Analytics consultant (Advance Analytics)","https://www.indeed.co.in/rc/clk?jk=47cfd0008b720653&fccid=6742d0c4775028dd&vjs=3","Bloom Consulting Services2 reviews","","",""
"1579460170-4694","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50","Manager | Senior Business Analytics Manager","https://www.indeed.co.in/rc/clk?jk=4f40ec867bd961b0&fccid=95fa2b94b684ec6b&vjs=3","","","Help end users navigate the data and reporting to solve business problems
Complete report writing, MS SQL database querying, and data analysis
Develop SQL scripts to load data from multiple sources into a data mart
Develop and maintain automated reports and dashboards using SQL Server, SSRS, or Tableau
Manage data loads, security, and integrity of a data mart
Gather business requirements from end-users and translate them into a meaningful product
Troubleshoot and fix of data loads and other issues within a data mart
Back to Description
Cerner Jobs and Careers


Engineering & Technology
Innovation occurs everywhere but maybe you are also looking for a purpose. Nothing is more impactful than improving the health of others. Develop cutting edge technologies that have real meaning.
Qualifications
Basic: Bachelors - Business Administration
Basic: Bachelors - Communications
Basic: Bachelors - Health Care
Basic: Bachelors - Marketing
Additional Information

All employees must be legally authorized to work in the country where the position is located. Work visa sponsorship is not available for this position.
Relocation Assistance Available for this Job:
No
Virtual Eligible Job
No
Cerner is a place where people are encouraged to innovate with confidence and focus on what is important – people’s health and the care they receive. We are transforming health care by developing tools and technologies that make it more efficient for care providers and patients to navigate the complexity of our health. From single offices to entire countries, Cerner solutions are licensed at more than 25,000 facilities in over 35 countries.



Cerner’s policy is to provide equal opportunity to all people without regard to race, color, religion, national origin, ancestry, marital status, veteran status, age, disability, pregnancy, genetic information, citizenship status, sex, sexual orientation, gender identity or any other legally protected category. Cerner is proud to be a drug-free workplace.
If you are an individual with a disability who is unable to use our online tools to search and apply for jobs, and need assistance or an accommodation in the recruiting process, please contact us by calling 866-434-1543 or by emailing HRServiceCenter@cerner.com.",""
"1579460172-4698","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50","Business Analytics consultant (Advance Analytics)","https://www.indeed.co.in/rc/clk?jk=47cfd0008b720653&fccid=6742d0c4775028dd&vjs=3","","","Job Responsibilities:
Work as an analyst handling analytical problems from India. Should be able to handle client
conversations independently
Knowledge, Skills and Experience:
1.5 to 3 years’ experience in analytics
Should be from top engineering colleges in India
Strong SQL and Excel skills
Exposure to Tableau
Nice to have R / Python skills
Good problem-solving skills (Aptitude and Approach)

What You Need for this Position
You should have knowledge of:
SQL
Tableau
R / Python
Aditional
No. of Positions
Education level
Career level
Experienced",""
"1579460175-4702","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50","Analytics Practice Lead - Business Analytics","https://www.indeed.co.in/rc/clk?jk=f7df5dc70ca8e113&fccid=e4af9ca5b6d3a604&vjs=3","","","Job Title
Analytics Practice Lead - Business Analytics
Job Description
Assess solutions for business opportunities by leveraging data (Transnational Data/ Big Data, External and Internal Data, Structured and Unstructured Data) and analytics methods.
Provide consulting, advice and support in analytics. Furthermore, will build the application related part of analytics knowledge base in the organization.
As Practice Lead , will develop and implement strategic direction and operational processes for the respective analytics domain(s). Provides direction and guidance for operations, administration and results for the Business analytics team. Furthermore, will assess business opportunities and promote use of analytics with in domain and build internal and external resources and expertise
Support business in their decision making needs (Operational/ Strategic) by providing insights from Data.
Deliver high impact Business insights enabled by Analytics to various functions under the Philips Group Operations. (Markets/ BGs/ Functions would also be consumers of the related Insights from Group Operations)
Drive Digital Innovation and deliver Value services to enable the Group Operations Transformation agenda. Enable improvement programs across Philips Sites- using levers such as process automation, digital technologies, analytics, artificial intelligence, etc
Harmonize and optimize various Analytics efforts happening under the wider Group Operations to maximize ROI from data & analytics for Philips
Key Areas of Responsibilities
Analytical bent of mind
Expertize in translating business requirements for analytics solution-ing
Business acumen and articulation skills
Expertize in analytics techniques, methods and tools
Ability to manage stakeholders and interaction with senior leaders within the organisation
Ability to presents facts based on data and in working with large quantum of data
Have domain knowledge & Business context across the multiple functions in an Organization - accelerating the ability to 'connect the dots' across the breadth & depth of large Organizations to enable Business results
Experience in the areas of analytics, exposure to emerging digital technologies/ landscape
Experience & Qualifications
Ability to communicate clearly (oral, written and remote) to remote audience with clear business articulation
Expertise in multiple tools and techniques and analytics solution designing
Understands and supports advanced analytics solutions for 1 or 2 business domains
Manages business champions and interactions with business sponsors
Creating and managing new opportunities
Identification and influencing of potential stakeholders
Identifying and leveraging domain across the organization
Keep abreast with latest develop in analytics domain, emerging technology and continuously seek for industry best practices in analytics and business transformation (ex: Lean, Six Sigma)
Advises business leaders in the domain where analytics can contribute.
Year of industry Exp: 10 – 15 Years; Relevant Exp in analytics domain: 8+ years
Contact
If you forgot your password, you can click the Forgot Password button on the Sign In screen to reset it.
If you have any other questions regarding the recruitment process please refer to our FAQs. In case of technical difficulties with the website, please send an email to careersite@philips.com.

(Note: To ensure fairness and legal compliance in our recruitment processes, only technical issues will be monitored through the above inbox. Please do not submit resumes or applications to this email, as they will not be reviewed. Only applications received through the online application process will be considered.)",""
"1579460181-4708","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50","Business Analytics Internship","https://www.indeed.co.in/rc/clk?jk=d960a9e9127b30f5&fccid=9ccd90e7721aa0ab&vjs=3","Trikara Technologies Private Limited","","",""
