web-scraper-order,web-scraper-start-url,job_title,job_title-href,job_compay,job_location,job_description,title
"1579718541-3016","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=70","Business Analyst","https://www.indeed.co.in/rc/clk?jk=d2bdd3e31d432084&fccid=11d9243527c6025a&vjs=3","","","","Business Analyst"
"1579718613-3059","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=60","Analytics Consultant - India","https://www.indeed.co.in/rc/clk?jk=a991f57fd8ae4692&fccid=8ecabf9a66b75d46&vjs=3","","","SpringML is seeking an Analytics Consultant to augment our Salesforce delivery practice. You will play a critical role in our client engagements using the Salesforce Analytics Cloud platform (Einstein Analytics, Einstein Discovery, and the Einstein Platform). You will design and implement highly customized solutions for our customer's business problems, typically across multiple functions of a customer's organization through data integration, visualization, and analysis.



RESPONSIBILITIES



Ability to work as a member of a team assigned to design and implement solutions for our customers.



Data analysis – skills to conduct analysis and deliver recommendations to the team and customer.



Dashboard and Dataset development – develop dashboards and datasets that meet and exceed customer requirements.



Presentation skills – demonstrated ability to simplify complex situations and ideas and distill them into compelling and effective written and oral presentations.



Learn quickly – ability to understand and rapidly comprehend new areas, functional and technical, and apply detailed and critical thinking to customer solutions.



QUALIFICATIONS



B.S. or equivalent degree in computer science, statistics, mathematics or other relevant fields.



0 – 3 years of experience in business analytics, data science, or consulting in these fields.



1+ year experience with Salesforce preferred.



Previous experience using Salesforce Einstein Analytics or Einstein Discovery a plus.



Experience or equivalent coursework using statistics for data analysis with an understanding of, at a minimum, multivariate regression.



Strong understanding of query languages and basic understanding of programming languages; experience with Python, R, Java, or Apex a plus.



aXKuruHTGJ",""
"1579718762-3159","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=50","Lead Inv Optimization Manager","https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc1nBp8EI3dBSOsTUA7gh_lbWZjsewbtNWmwG6KJF5T-0kJgXb98N1PYDAN21HcXDbSQsbVDWnHmZ30JCiRbTWEVc2f5Pm86LTuTtj-FbCpqZ9-axLkcF6joztQK6DWIDim9Et4TVCGZNTUcp6jLI8Dpo_LgUjlKMEdXZQv5lLUkcElyfHw4iazuttnGUpitz_9tRMUxQJA09icyIi8j9vCkEJ6RDwjU0bKOlDEQSmkl3jEvKnR814Of5dC0_8K-YnOqM7a2V8DUlY4mavAjch2kQzNC5cPhJtDOufShR0L02mULybB7lowkfCSM9-iXq8ebTLXgKtt32EaZk2c-_Po3QB6oXs2k6-1cAhdwvpKJLtfPTcXnPrxcm0p5Ca_eIXAmUEkixq83Sw7InSEz7EzZID5fqugNnb2QNJn1kS9KxKyyFSWNDwhvbpH7nLJAQ9R5NlWeEMABbshs72kSROv_dlQpwHL4r7i64HqUYxVDCwtvCKxBuAd8mj0Uzo7S7uw2tcZfJtF_t53CyawB5VLl9P-1P5Q3GYfIRQ40t3H-T5tHhsEzLlm2cP6YdU7eCYW2bhCAfwfijd9VC2i1D8F9MDcwjnAbMM9OoJdkdX14VBu7Lxwa8vhQqaUi_WKyh_Aalcb9-dsoHir0q-z58V831b9s7bQFYo-2U9kJwnSnEr86HF8fi4oiKS7YFIF20a_At5BQaZHiONDC_GD1P_O-UQAy2SUrFJCEYxlq9V_ak4QWl0Hbzi83qhNZzDYZEW22Ezb8ulLSxtw6j5IXiqfb7AgYRSCEWP8mnEsIwktNj38MCw1bx53s5HXEOKavyJ8a37_PjA_ie76dkQ-x2peY0PStNcdDr9OHCIar7b3B5vVYrXjWa6FL3YKkxpVNmpou9RON5q12bLpcw8J2hgvAWal7dyRDgInmr7PN7_Bnl5MyM1CtNC1iThe4K_L7XJA==&p=1&fvj=0&vjs=3","","","Description:

Lead Inventory Optimization Manager



PRINCIPLE DUTIES AND RESPONSIBILITIES



1. Understands Target’s supply chain data across dot com and store channels.



2. Based on data, learns the current status of supply chain and is able to align with the leadership vision for longer term strategy.



3. Works with other optimization managers to analyze opportunities, quantify scope for improvement and define core areas of focus to improve guest experience and cost to serve in Target’s supply chain.



4. Conducts mathematical modeling, simulation and statistical approaches to clearly define problems, build solutions and recommend next steps to the IPC lead team.



5. Builds root cause analysis and reporting to provide specificity/detail in analytical output(s) to drive deep understanding of the problems/defects and action across core process teams and partners.



6. Provides necessary information for and participates in pilot engagements to demonstrate business opportunities and ensures succession to standard process/practice where appropriate.



7. Works closely with data science and engineering teams to help deploy new algorithmic solutions to support inventory planning and control. Has the passion to engage in deep analytical, algorithmic work while staying connected to the core business teams



REQUIREMENTS:


MS/PhD in a quantitative disciple such as statistics, operations research, business analytics or mathematics
Experience utilizing problem solving and analytical skills
Familiarity with supply chain concepts such as forecasting, planning, optimization, and logistics - gained through work experience or graduate level education
Familiarity with statistical tools such as SAS, R, SPSS and with scripting languages such as Python for analyzing data and building prototypes
Knowledge of statistics and data mining techniques and tools to analyze and make insights from big data such as historical sales data and simulation/experiment results
Technical aptitude for the design and use of complex logistics software systems
A strong passion for empirical research and for answering hard questions with data
Ability to communicate complex concepts in easy to understand terminology with multiple audiences

Qualifications:",""
"1579719282-3417","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=10","Lead Inv Optimization Manager","https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc1nBp8EI3dBSOsTUA7gh_lbWZjsewbtNWmwG6KJF5T-0kJgXb98N1PYDAN21HcXDbSQsbVDWnHmZ30JCiRbTWEVc2f5Pm86LTuTtj-FbCpqZ9-axLkcF6jrrla61NBAr_jqkPFahguorpSFIVkiQVU8Y5w0-PYwMYiwo23bnjySY8nAcGAjgSDpX5tK5oKKZs2jlCwYetMEL227dQIDPl9FmXQs-iPoctcH2G4nXrhl0k3H7hqF_M9pbbur1EN9z7nxIHAq87NfyfiorYjZM_dfvNLPIZ5peZUTXHJMStbxgbvEZEmtO6nneUKcCCS31w6VBfBtFneZjiHyYroW6U6cIUZPqYXk3bEo8Bt6QN8INHs0-1IT9FrinOEqbkKd2bDxHi_veWLQkdv7c9xb3AtejyCmT30MwB-hgAkVlgUokmoaDH_AgadJQJoEcvcRXUwq389CGQUCM4FhHWF3I8jmEnI3QcR_hPQFwFSsldBf2GmxIRuBMxBKUCnM1KxK250_nCQHcwiP4DJyjAgPpdGDi6erT-30SpPDDWc1n6Eq0IJHKY8FR0YG7aDPwcRI6Lt7dPjzf2fSyQhZVkXYWUt-SZ4Topv0vYKJqsFSqJIMvZUzsFX-lAAYqWgVtuD374K_xwMkpuFahPV6VloYb_iy151Wk15qTlJ5o9bm6kQsM5F5tLsStniTHvEY_SWimaahLdakLAuGMqkeqxsXcdK0xXWQjwJV4uazW1n6Jn_5DigJEDg9vmSuKc9dntC9pJRuUH9-5V1elitfAxNsEr27AqdgFZlHHPxRD_XMLd-_8SWEkPiT8BrLEkq3OL764lQaTwC5hLnR34F9cA58Bst7nrkSWhIovntkq_Rp_hVI7GdF0D5FQvZIAdjDOqlffyZRInhqyghVmAL-s7habJx87jius4GZMaiQEVo9VD9-8jvgLfZgGfUHsXT6H7CUYLA==&p=0&fvj=0&vjs=3","TARGET48,007 reviews","","",""
"1579718697-3122","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=50","MI Business Analyst","https://www.indeed.co.in/rc/clk?jk=da35b2ca61d4fd72&fccid=d7d9a8241ba2f3ec&vjs=3","","Bengaluru, Karnataka","",""
"1579718043-2878","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=100","Senior Data Scientist","https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0DdajEbCx-KXIxdKnFi7XLqE9Qtjjzr22qLs4cyUK8MQI40m7Y7grAUgD4m1-lwrn7oSjvGdClBqiRQ3Epce7SRBVXOfFVUcfqc33rCFhN5OYJGSl8LikQA2T3AcoctXUgqiuUdJDzM-xt6R81chgRkdTqt1H8AYF_j-VlP8xVziILfXDkga1IzzVezy0ehx3ptf5eX-hJ455Y__UdLgw4yaor43zO67KGfT_6K0QP3d8j6XXTTQ5vDynXgehKoORdJJYpxI6O7LenOnOgCLC6Zr7aO3Yhv9eMaFP9rtPRgF7Fgv_Ef4Z_bZYxIT9-3NkNoVSVmzioO7cLWRlSHTMSaszyYmrVxpEf4MGS_E4HovcalV4lb1YHFETgTJTnYs8UbT_K3JTMlku42JeTWjNlBQD01ivfgtjdop5pTcrBaPrFPaek5zxeBWlBbbP27HQ34O9-Q2Lola6W8k6r_plgx&p=0&fvj=1&vjs=3","","Bengaluru, Karnataka","",""
"1579718652-3092","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=60","Data Scientist","https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0DdajEbCx-KXIxdKnFi7XLqE9Qtjjzr22qLs4cyUK8MQF4nVAY29gg5zMlraYgZpSPvyDiNxWKulPlE1J0TmJQ5WH7p1JJwz6Upyx2QE1NpLRlf0BP-FvUikJXY3BigFQlVc10vnNLytl77bWpYcUGtTVEYD3r7P_PiKSwQm-3OMOiGOK5G5MiH66IcZk2kTLkPJWc2bT92b-lBV7rysXq5j7PUquOCx-c0Nm1krUyZLFweb_jmqRPX2K5vkMWrIlxH-glLwpHozZdlPe57hfMU-QqKD08Imt6fEX0Hmc1AzAbASPmeimrJcEPwCak35FLA2OFylbuvYgaq35t8EobVjxDVcbkjhFdDdACJj8FgNt6hdASbn3wvbgye6hPWAE_GdlTrBmluHQTN_ShXb92lDPQrCYyLD80KzNAgEnAR4EGrSZOboWB-P9YYURxmPA9-u2LN2p4D_Q==&p=3&fvj=1&vjs=3","","","","Data Scientist"
"1579718881-3219","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=40","PAS WFA - Analytics - Manager","https://www.indeed.co.in/rc/clk?jk=ff6275f8bfdb64d8&fccid=1544766d4c2915b0&vjs=3","","","The opportunity


EY is looking for Manager - People Advisory Services with primary competency in HR Analytics.


Your key responsibilities
As part of People Advisory Services practice at EY, leverage experience in Analytics, data and insights generation to transactions projects in collaboration with various parts of the GDS organization and other EY member firms
Leverage experience in organization design consulting to enable business decision making on future state organization design, talent planning and workforce restructuring for organizations that are in a transaction environment or undergoing a large transformation or change effort
Support leadership in developing / growing the practice, support in demand generation for transactions projects in collaboration with EY global offices, contribute to global thought leadership on EY’s analytics and organization design offering
Project Delivery: Work on global client projects as part of a global distributed team. Ensure quality of all work outputs, timeliness and accuracy of content. Build expertise in one or more areas in the HR functional domain, analytics and organization design.
Drive effective client communication, cadence and build relations with client and project team counterparts across global locations. Ensure to obtain excellent feedback from the client and global project counterparts
Practice development: Support development of thought leadership, collateral, tools, techniques, methodologies to enhance change management and broader capability offering within the practice
Collaborate with subject matter experts across the HR service areas (learning and development, staffing, talent management, diversity, compliance) to provide insights on overall strategic and operational performance


Knowledge / significant exposure in below areas
Experience of leading an analytics project for global clients with experience in one or more statistical tools including -
R, SAS, SPSS
Deep expertise in Excel and Microsoft toolkit (Power BI), Tableau, Spotfire
Ability to exhibit & implement experience in predictive analytics, modelling, descriptive analysis, logistical and regression analysis to HR function related or people related challenges
Experience in determining Key People Metrics by analyzing data sets & identifying trends
Strong expertise in data cleansing, validation, reconciliation
Experience in managing data and deriving insights, reporting, that enable business decision making and provide a view of financial impact on a transaction
Experience in data storytelling and knowledge of how people make decisions with data.
Ability to connect “big-picture” industry and market trends to a client’s business problem
Preferred experience in project management, tracking, benefits reporting and stakeholder management
Experience in consulting for global organizations, across industry in the areas of
Workforce planning & restructuring
Talent management (selection, planning & data driven decisions)
Severance planning
Recruitment Analytics
Learning & Development
Experience in enabling transition management, deployment in a transaction scenario or as part of a large change management program
Working awareness in HR systems and other cloud/ ERP technologies


To qualify for the role, you must have
6-10 years of relevant experience preferably in HR consulting domain with degree in HR / Business Analytics
Experience in being part of a large transaction / M&A effort and providing consulting services in an HR domain expertise capacity
Preferred experience in managing a team of 2-4 individuals; providing advice and guidance on client projects in subject matter areas
Preferred experience with master data management and data governance


Skills and Attributes for success
Demonstrate high integrity and commitment to working in a new, challenging environment
Demonstrate ability to manage ambiguity and be proactive
Strong communication and presentation skills
Cross cultural awareness and sensitivity
High energy levels, be flexible, adaptable and be confident
Mobility Requirements: Interested candidates must be open to travel nationally and internationally


About EY
EY’s people in more than 150 countries provide Tax, Advisory, Assurance and Transaction Advisory services to clients across industries. Our people are committed to operating with integrity, quality and professionalism in everything we do. We strive to help our people achieve their professional and personal goals through an inclusive environment that values everyone's contributions, appreciates diversity of thought, fosters growth, and provides continuous opportunities for development. Recognized as one of India’s top employers, EY continually strives to be a great place to work.


EY is committed to being an inclusive employer and we are happy to consider flexible working arrangements. We strive to achieve the right balance for our people, enabling us to deliver excellent client service whilst allowing you to build your career without sacrificing your personal priorities. While our client-facing professionals can be required to travel regularly, and at times be based at client sites, our flexible working arrangements can help you to achieve a lifestyle balance.",""
"1579718380-2947","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=80","Digital Analyst - Supervising Associate - Knowledge Services","https://www.indeed.co.in/rc/clk?jk=ea3c60647cb70e77&fccid=1544766d4c2915b0&vjs=3","","","Job Summary:


We are looking to hire a Business Analyst who will contribute to the growth and development of EY’s Knowledge Analytics function. This role focuses on business analytics supporting the implementation of a robust analytics capability that measures the success of core knowledge products and services and brings visibility of the impact/ value of knowledge investments to the business. This includes leveraging innovative technology and advanced analytical approaches that monitor trends, extract and synthesize data, deliver meaningful and predictive insights with business context.


The position will be responsible for understanding the analytics needs from the business, applying data engineering skills along with data science knowledge to solve business problems, communicate the analytics outcomes through compelling visuals and data stories. It would involve designing, developing, validating, scaling, and optimizing analytics solutions. This includes defining KPIs aligned to strategic products and services, measuring the performance against targets, and providing analysis and insight that recognizes trends and offers predictive considerations to help support business decisions.


This position works across EY Knowledge to deliver analytics based on strategic needs and that serve to support and enhance activities that are part of integrated knowledge plans. This position also inputs into the development and maintenance of the analytics methodology to support the strategy.


The outputs of this position leads to insights that support strategic decision-making, along with ideas to automate, innovate, and enhance the measurement and reporting process and acts as a mentor and guide to others in matters relating to analytics and measurement.


Essential Functions of the Job:
Synthesize complex topics into simpler, intuitive business language to communicate with business stakeholders and technical team of Data Engineers
Analyze, visualize, and provide analytics on massive amounts of data captured daily to build analytics solutions to support various knowledge initiatives
Manage a geographically dispersed audience to understand their business problem and provide analytical solution
Design, develop, test, launch and manage new analytics reports & existing analytic dashboards working with data engineers and business stakeholders
Manage and optimize data sources
Explore and recommend emerging technologies and techniques to support/enhance BI landscape components
Integrate external reporting solutions with internal applications; Automate solutions where appropriate
Build rich and dynamic dashboards using out-of-box features, customizations, and visualizations
Participate in peer design and certification reviews
Participate in the creation and support of BI development standards and best practices
Manages reports and dashboards running in production
Utilze visual concepts and data visualization techniques using tools such as Power BI, Tableau, etc.
Possess firm understanding of technical problems and proactively provide solutions that apply emerging business technologies in relation to existing business processes.


Analytical/ Decision Making Responsibilities:
Ability to synthesize and analyze data coherently and succinctly. Able to bring together a variety of sources to deliver impactful analysis that supports business priorities.
Incumbents routinely face a range of problems (both strategic and tactical) and must consider various possible courses of action before taking or recommending further steps.
Understands the firm’s go-to-market strategy and service delivery models, how core business services support the service lines, and how knowledge analytics and measurement enables exceptional client service and high performing teams.
Understands EY’s NextWave vision and Knowledge Transformation, and ensures key knowledge analytics and measurement deliverables are aligned to them


Knowledge and Skills Requirements:
Must have:
Strong logical and analytical mindset with strong stakeholder management experience
Ability to synthesize complex topics into simpler, intuitive business language to communicate with stakeholders and Data Engineers
Good knowledge of data analytics architectures and standards, including data warehouses, master data management, ETL, OLAP, meta data management, data quality management, advanced analytics, reporting and self-service BI ;
Experience in data manipulation using R/ Python, Alteryx, SQL etc.
Strong data storytelling and visualization expertise
Consulting and business facing skills i.e. relationship building and influencing skills
Knowledge of web analytics and metrics concepts
Ability to create compelling presentations using data visualization techniques, using EY-standard data visualization tools, e.g. Power BI, Tableau
Eye for detail to spot any data quality issues and remediation
Experience with MS Office Platforms like MS Excel, MS Power Point
Understanding of the business and demonstrated commercial acumen using commercial language that presents knowledge activities in the context of business objectives
Ability to demonstrate strong written and oral communication skills to talk about knowledge programs in a clear, compelling manner with a professional/executive presence


Nice to have:
Ability to analyze large amounts of information, identify critical elements, synthesize into insights/observations, and articulate recommendations
Ability to interpret internal business issues and recommend solutions / best practices
Provide innovative solutions and new thinking to business needs and complex issues


Responsibilities:
Must be able to work independently, complete multiple tasks and meet deadlines in a fast-paced environment.
Define team member roles and job responsibilities, action plans and deliverables as relevant
Ensure successful KPIs/measurement, reporting and support is in place to communicate progress, success or escalate issues so that teams succeed in meeting their goals.


Other Requirements:
Flexibility in working hours to accommodate multiple time zones as needed
Overtime, as needed to meet deadlines.


Experience:
4 years minimum of relevant experience in a professional data analytics and data management (ETL, manipulating) role
Ideally, experience in knowledge measurement and analytics program in large, complex organization an advantage
Ideally, experience working remotely",""
"1579718697-3124","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=50","MI Business Analyst","https://www.indeed.co.in/rc/clk?jk=da35b2ca61d4fd72&fccid=d7d9a8241ba2f3ec&vjs=3","","","","MI Business Analyst"
"1579719077-3311","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=20","Lead - Data Analytics","https://www.indeed.co.in/rc/clk?jk=4fa12e164d515b51&fccid=deb234f9dd3edcea&vjs=3","","","Job Title – Lead – Data Analytics
ThePurpose of This Role


Business Analytics & Research (BAR), established in 2006, is afast-growing, vibrant team within FMR India that provides capabilities likeData Science & AI, Investment Research and Customer and CompetitiveInsights. This role is part of the People Analytics Team underEnterprise HR of Fidelity Investments. The team is established in 2012 and hasdone several cutting-edge work


RoleDescription: Lead (People Analytics)


As a Lead, you willjoin the People Analytics team to help with workforce insights at every stageof the Talent lifecycle. The functional focus of this position is to provideactionable insights using Employee data. You are expected to use techniques andconcepts related to Data Science, Statistical modelling, data mining/predictiveanalytics, advanced measurement, and other analytical techniques, to supportstrategic decision making. The right candidate would thrive on blazing newpaths in employee related research; developing complex modeling that servesbusiness needs, and helping HR maximize the company’s investment in people.
This position wouldalso work together with other research/analytics competencies to provide anintegrated solution to key workforce questions.


Work closely with business partners to understand project requirement and implement the same using sound data knowledge and experience
Data processing: Perform complex data extraction or processing (e.g. merging, sorting, data transformations) using Hive/Hadoop/Python/SQL, Spark is a plus
Profiling and analysis: Combine in-depth business knowledge, insights, and techniques such as data visualization, cross-tabs, statistical tests, and data mining techniques to identify insights on behavioral trends, Employee experience and employee engagement
Model development: Apply Standard Statistical techniques (statistical modeling, data mining, predictive analytics and optimization) to identify drivers of Employee Engagement/Employee attrition/Effectiveness etc. using R, Python, SAS or related statistical tool.
Handle multiple projects in parallel with an eye to final packaging or finished deliverables
Effectively communicate findings, concerns, ideas, project management elements to multiple stakeholders in an offshore-onshore environment
Working within and across teams/sub-teams


TheSkills that are Key to this role
TechnicalExpectations
Subject matter expert of Decision Sciencesareas like predictive modelling, data mining, deep-dive strategic analysis
Analytics expertise in any of the programminglanguage like R/Python and feature engineering experience in SQL/Hive is must
Sound knowledge in traditional statistical techniqueslike Survival Analysis, Linear/Logistic regression, Segmentation etc.
Expertise in machine learning techniques likeDecision trees,, Neural Network, Random Forest, SVM, KNN etc. is an addedadvantage
Experience in natural language processingbasics is also an added plus.


The Expertise we’relooking for
4-8years of relevant experience with organizations known for cutting edge/best-in-class applications relevant to Data Analytics
Post graduate degree in Economics, Statistics, Mathematics or similar quantitative discipline or MBA from a premier school


Fidelity Investments is one of the world's largest providers of financial services. Headquartered in Boston, US, Fidelity's goal is to make financial expertise broadly accessible and effective in helping people live the lives they want. Privately held for nearly 70 years, Fidelity employs 45,000 associates who are focused on the long-term success of our customers. FMR (Fidelity Management & Research) India is the Global Inhouse Center of Fidelity Investments. Headquartered at Bangalore, where operations commenced in 2003, FMR India has another fully-functional unit at Chennai. To know more visit : FMR India
Location : Bangalore - EGL
Shift timings: 11 AM – 8 PM",""
"1579718401-2964","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=80","Business Analyst","https://www.indeed.co.in/rc/clk?jk=6604b9e583f7f147&fccid=dd7de5cf522ca5fc&vjs=3","","","","Business Analyst"
"1579718035-2873","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=100","Data Scientist","https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0DdajEbCx-KXIxdKnFi7XLqE9Qtjjzr22qLs4cyUK8MQF4nVAY29gg5zMlraYgZpSPvyDiNxWKulPlE1J0TmJQ5WH7p1JJwz6Upyx2QE1NpLRlf0BP-FvUikJXY3BigFQlVc10vnNLytl77bWpYcUGtTVEYD3r7P_PiKSwQm-3OMIS4SJWICNeF_GPbzcQfoOiGznbZGMHWUNY03LXurq60NZuQYfoEMlGTVf7lD4eEFSE0tpFifjGHttgNE_nChBXBQfZm6w0DWaF-lSqgMJBzpxCcWUamPkxet1OiBU5w2YwBKEywnxnMCqmFSyIOZ-4RgyjtX9JEeMv_Y_uioHdFfisEJZsuJSUh0c27ZsvDIi-t9hbCLkCpMl1awXwhYVvB64odRyYsoCsaFJGEk_F74fCFQOvHCtKXiVeTPwU8ThhfTan9FcVPJrbgZUgu8gcNKqJ9LwnXIQ==&p=1&fvj=1&vjs=3","Analytics Saves At Work India Pvt Ltd.","","",""
"1579718616-3062","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=60","NA Consumer - C11 - Data Science","https://www.indeed.co.in/rc/clk?jk=4bc0a4139fcf9d93&fccid=5bcd1ef0a7f4fb99&vjs=3","","Bengaluru, Karnataka","",""
"1579718821-3190","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=40","Business Analyst - Enterprise Marketing analytics (4-6 years...","https://www.indeed.co.in/rc/clk?jk=be50258f8e002ca7&fccid=058a3fa778b3e79b&vjs=3","","Karnataka","",""
"1579718560-3029","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=70","Data Scientist","https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0DdajEbCx-KXIxdKnFi7XLqE9Qtjjzr22qLs4cyUK8MQF4nVAY29gg5zMlraYgZpSPvyDiNxWKulPlE1J0TmJQ5WH7p1JJwz6Upyx2QE1NpLRlf0BP-FvUikJXY3BigFQlVc10vnNLytl77bWpYcUGtTVEYD3r7P_PiKSwQm-3OMOiGOK5G5MiH6NLHkXXfqlkYmvqEQnIQ7bW-BoVhbB1PTr84Ul2fbed8fWi9X0-cSCU3gnyjhve-9mQsihoKzKFfc5THOn38ZvwsXGySlh7EkRXTf91e077FryzoxIUqY8EquIAaNDZ7O5ILCh83SsdkNLdzeLxiTh0K-RGGm8PX9p0EgdEqTKGJXPIENc-cA4KQVcTg0QO2iBEXESHRke6Ez92OUVr4siqFMxVuYm2UMvvgFUZe4X0vsFnLdYGOyXUAmHrxiP2bE96MsoZJumrIGzUMcjwJFA==&p=3&fvj=1&vjs=3","Analytics Saves At Work India Pvt Ltd.","","",""
"1579718739-3144","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=50","Data Analyst– Associate","https://www.indeed.co.in/rc/clk?jk=70989896e4610367&fccid=c46d0116f6e69eae&vjs=3","","","","Data Analyst– Associate"
"1579718575-3039","https://www.indeed.co.in/jobs?q=""business+Analytics""&l=India&radius=50&start=70","Business Analyst/ Manager","https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0DqGgu-faEbBWMchzyPLP9Vj4J3N3T6jUHOrZsFY-BAIG0hzx8_GP5VWPiksXlisx80xvIN9xHbYParqoZFwPGmdHLslsvSgEboQd1NG5KCXw0Vn-DZr8RlfjXrV-6kC1JLg33QK2v-VDbMI_QuAm7ODk0L8Mu4QBeOLcCjPbbkmIOfEHN_YXbsSfSPnlLGyG5y3gkmGalXFaAn1xiuTFi5dPqsQZmg93xDOP3DHleU5p5dj9k6nMZOIkDiP-1Ia7mxMq1u1G5bWSXlAzusVDTeZgiZ0g5g5fx8wOQCOq1-IsqWPlPqxULSIGQqjJnWgIymZyJhJ3dbbLx5Mg3cHoXIQAEFSkpGyQr4hfCkPf103gx7VVZ6GLwrWgcdMPbIB0Aq6lZ6dRsM_oZ7V03jQqICy2PDZpNxRJ006wFmRmRiKw==&p=1&fvj=0&vjs=3","","","Job Description


Sutherland is seeking an attentive and goal-oriented person to join us as a Lead - Business Analytics. We are a group of forward-thinking and driven individuals. If you are looking to build a fulfilling career and are confident you have the skills and experience to help us succeed, we want to work with you!


Leads in this role get to:


Impact the Bottom Line: Ensure business requirements are clearly and completely documented in pre-agreed formats and signed off by business users and translated to technical specifications.


Ensure Requirements are Met: Ensure functional requirements are fully met by proposed IT solution. Work also on the appreciation and understanding of the Technology platforms including packaged solutions relevant for the industry.


Strengthen Relationships: Engage with client in interactive requirement gathering session demonstrating domain and solution knowledge and industry best practices. Work organizing meetings with stakeholders for capturing requirements and turning them into an SRS document.


Improve Workflow: Basically, on the development of the requirements of documents, and in functional specs with wire frame diagrams and process charts. Also work on capturing detailed scope of change requests.


Keep Sutherland Aligned: Apply best practices for effective communication and problem solving. Develop a detailed project plan to monitor and track progress of various projects.


Take the Lead: Successfully manage the relationship with the client and all stakeholders.
Qualifications
Our most successful candidates will have:
Bachelors / Master’s degree from an accredited & reputed college/university with computer science background
Overall 12+ year’s software development experience
Prior work experience in gathering requirements and developing Business Requirements Document (BRD), Use Case Model and Use Cases is a must
Prior work experience in application / product development is a must
Must have experience in US Healthcare domain
Familiar with agile software development methodologies (e.g. SCRUM)
Expect high degree of logical, analytical and problem solving skills
Team player with passion – who understands and respects personal & cultural differences
Excellent verbal and written communication skills
Good Leadership and People Management skills",""
